"Summary","UID","Description","Location","Start Time","End Time","URL"
"HealthPoint offers wellness screening for faculty, staff","22238@utexas.edu","The HealthPoint Wellness Program has partnered with Wellness Inc., to offer the Wellness Screening Program for faculty and staff. Check cholesterol, glucose, triglycerides, blood pressure and body mass index. Learn more and register at the link below, or call  866-935-5462.","Pickle Research Campus (PRC), Commons Building 1.138","2012-11-14 07:30:00-06:00","2012-11-14 11:30:00-06:00","http://register.wellness-inc.com/utexas"
"Join the College of Education Tuition & Advisory Committee","22993@utexas.edu","Join the College of Education's College Tuition and Budget Advisory Committee (CTBAC). Applications are available at locations listed below and due by 5 p.m., Friday, Nov. 30. Applicants must be pursuing an undergraduate degree within the College of Education and committed to serving through May 2013. Email completed application to coed2013@gmail.com. Contact Michael

Ugeo Williams (mjw2455@austin.utexas.edu) with questions.



Late or incomplete applications will not be accepted. Include a one-page resume with your application. Applications should not exceed five pages in length.","Sanchez Building (SZB) 216 and Bellmont Hall (BEL) 1005","2012-11-14 09:00:00-05:51","2012-11-14 17:00:00-05:51",""
"Share the Warmth clothing drive announced","22975@utexas.edu","As the cold weather is fast approaching, Austin families are bracing for another winter without warm clothes. Sigma Lambda Beta, Sigma Delta Lambda and UMOJA come together to help families in need. Drop off new or gently used shirts, shoes, belts, pants, sweaters and other warm items at our drop box.","Gregory Gym Plaza (GRE)","2012-11-14 09:30:00-06:00","2012-11-14 14:00:00-06:00","http://www.facebook.com/events/464132330304882/?fref=ts"
"Learn to use libraries' alerting services","21461@utexas.edu","Stay current with newly published research in your area. Set up alerting services to notify you of new articles, and get journal tables of contents and search results delivered to your email inbox or RSS reader. This class is particularly useful to graduate students and faculty.","Perry-Castaneda Library (PCL) 1.124","2012-11-14 11:00:00-06:00","2012-11-14 12:00:00-06:00","http://www.lib.utexas.edu/services/instruction/classes/"
"Women veterans' luncheon held","22947@utexas.edu","In celebration of Veterans' Day, Student Veteran Services hosts a luncheon for women veterans at UT. Faculty, staff and students are all welcome. Networking lunch and reception opens at 11:30 a.m., followed by guest presentations. For more information, and to RSVP, contact Student Veteran Services at 512-471-5017 or via email.","Texas Union Building (UNB), Sinclair Suite","2012-11-14 11:30:00-06:00","2012-11-14 13:15:00-06:00","http://deanofstudents.utexas.edu/veterans/index.php"
"Develop your design skills with iForty","22900@utexas.edu","Campus administrative professionals are often asked to create newsletters, presentations, posters, flyers and event emails. This meeting focuses on developing design skills for a variety of media programs. RSVP to jstonerice@austin.utexas.edu by Tuesday, Nov. 13.","Flawn Academic Center (FAC) 328","2012-11-14 12:00:00-06:00","2012-11-14 13:00:00-06:00","http://www.utexas.edu/staff/iforty/"
"Public forum to address future of CMAS","22857@utexas.edu","The Center for Mexican American Studies hosts a public forum addressing the future role of the center in the College of Liberal Arts and the university. Dean Randy Diehl of the College of Liberal Arts is scheduled to attend and participate. A Q&A session will follow.","Texas Union Building (UNB), Quadrangle Room 3.304","2012-11-14 12:00:00-06:00","2012-11-14 13:30:00-06:00","http://www.utexas.edu/cola/centers/cmas"
"Celebrate plans to bring ethical apparel to UT","22976@utexas.edu","The University Co-op will soon be offering UT apparel from Alta Gracia, the only collegiate clothing factory that provides its workers with a living wage and protects their human and legal rights. Come out to show your support and enjoy free cookies and cake.","In front of the UT Co-op (2246 Guadalupe)","2012-11-14 13:00:00-06:00","2012-11-14 14:00:00-06:00","http://www.facebook.com/events/368251763267093/"
"Learn to use maps with your research","22091@utexas.edu","Learn how to incorporate maps into your research without having to learn GIS.","Perry-Castaneda Library (PCL) 1.124","2012-11-14 15:00:00-06:00","2012-11-14 16:00:00-06:00","http://www.lib.utexas.edu/services/instruction/classes/index.html"
"ClicaBrasil uses technology to teach language and culture","22901@utexas.edu","Vivian Flanzer discusses the ClicaBrasil website, developed for intermediate-level learners of Portuguese. Its lessons integrate reading, writing, listening and reading comprehension, grammar, vocabulary, oral communication and cultural activities. Visit http://www.laits.utexas.edu/clicabrasil/.","Texas Union Building (UNB), Lone Star Room 3.208","2012-11-14 15:00:00-06:00","2012-11-14 16:00:00-06:00","http://www.utexas.edu/cola/centers/tlc/events/24276"
"Connected history of Safavid Iran & Mughal India discussed","22858@utexas.edu","""The Monarch as Saint: A Connected History of Safavid Iran and Mughal India"" is a lecture by A. Azfar Moin, assistant professor of history, Southern Methodist University.","Student Activity Center (SAC) 1.106","2012-11-14 15:00:00-06:00","2012-11-14 16:00:00-06:00","http://www.utexas.edu/cola/depts/mes/events/24865"
"Bevonomics 305 topic is employee benefits","22462@utexas.edu","Learn about 401(k) plans and other benefits your future employer may offer.","Burdine Hall (BUR) 220","2012-11-14 15:00:00-06:00","2012-11-14 16:00:00-06:00","http://www.facebook.com/Bevonomics"
"Roundtable reflects on Brazil's Estado Novo (1937-1945)","22463@utexas.edu","November 2012 marks the 75th anniversary of the advent of the Vargas dictatorship, the Estado Novo, widely seen as a formative moment in the history of twentieth-century Brazil. This roundtable discussion and lecture bring together political scientists and historians to assess the impact of the Vargas dictatorship on Brazilian politics and society and its historical legacy.","Texas Union Building (UNB), Eastwoods Room 2.102","2012-11-14 15:30:00-06:00","2012-11-14 18:30:00-06:00","http://www.utexas.edu/cola/insts/llilas/events/23783"
"Spanish and Portuguese study abroad info session held","21784@utexas.edu","Learn about study abroad programs in Spanish and Portuguese: Language and Culture in Salvador, Brazil; Spanish Literature in Antigua, Guatemala; and Spanish, Genetics & Engineering in Santander, Spain.","Mezes Hall (MEZ) 1.120","2012-11-14 16:00:00-06:00","2012-11-14 17:00:00-06:00","http://world.utexas.edu/abroad/programs/summer"
"Funding study abroad is meeting topic","22977@utexas.edu","In celebration of International Education Week, attend this meeting to learn about how to fund a summer, semester or year abroad.","Parlin Hall (PAR) 301","2012-11-14 16:00:00-06:00","2012-11-14 17:00:00-06:00","http://world.utexas.edu/abroad"
"Peace Corps information session held","22859@utexas.edu","Attend an informational session about the Peace Corps with the UT representative and a guest returned volunteer. Learn about the Peace Corps mission, the volunteer experience and how you can land the toughest job you'll ever love.","Robert Lee Moore Hall (RLM) 5.122","2012-11-14 16:00:00-06:00","2012-11-14 17:00:00-06:00","http://www.peacecorps.gov"
"Undergraduates: Live, learn and intern in D.C.","21335@utexas.edu","Spend a semester in Washington, D.C., learning firsthand about public policy while interning and taking in-residence courses through the Archer Fellowship Program. Learn more about the program and application process at this session. If you need accommodations for this event, contact Rose Mastrangelo at r.mastrangelo@austin.utexas.edu in advance.","Flawn Academic Center (FAC) 4","2012-11-14 16:00:00-06:00","2012-11-14 17:30:00-06:00","http://www.utexas.edu/ugs/archer"
"Workplace safety is S.E.E.D. workshop topic","21846@utexas.edu","In this workshop, participants become familiar with basic worker safety concepts, learn situational awareness strategies and learn about the important legal protections afforded to employees and what to do in the event of a work injury. Presented by Human Resource Services - HealthPoint.

","North Office Building A (NOA) 4.106A","2012-11-14 16:00:00-06:00","2012-11-14 17:00:00-06:00","http://tinyurl.com/92hyupl"
"Learn about study abroad in Latin America","22961@utexas.edu","Attend an information session to learn about study abroad programs in Latin America, from semester-long exchange programs that promote holistic language immersion in Chile, Argentina and Peru, to more specialized programs of study of indigenous history. ","Waggener Hall (WAG) 420","2012-11-14 16:30:00-06:00","2012-11-14 17:30:00-06:00",""
"Archaeology Field School announces summer 2013 program ","22860@utexas.edu","Attend an information session about the faculty-led 2013 summer archaeological field school in the north of Portugal. 

Information about the course, living arrangements, trips and financial aid to be discussed.","Student Activity Center (SAC) 4.174","2012-11-14 17:00:00-06:00","2012-11-14 18:00:00-06:00",""
"Discrimination basics to be topic of S.E.E.D. workshop","22487@utexas.edu","This workshop provides a guide to policies, rights and resources that empower the employee in the workplace. Review policies in the areas of nondiscrimination, sex discrimination and sexual harassment, sexual misconduct, consensual relationships and disability accommodations. Presented by the Office of Institutional Equity.

","North Office Building A (NOA) 4.106A","2012-11-14 17:00:00-06:00","2012-11-14 18:00:00-06:00","http://tinyurl.com/97bhy3p"
"Leadership Series Workshop held","22488@utexas.edu","The Leadership Series is a series of workshops designed to develop individual student leaders as well as provide resources for growth and change for student organizations. Workshops are held twice a month in the fall and spring semesters.

","Recreational Sports Center (RSC) 2.104  ","2012-11-14 17:30:00-06:00","2012-11-14 18:45:00-06:00","http://deanofstudents.utexas.edu/lei/leadership_series.php"
"WTS hosts Preparing for the Job Market event","22962@utexas.edu","The Women's Transport Service (WTS) presents tips for finding a job, interviewing and resumes from professional panelists. Attendees can bring a resume to be reviewed by one of our professional members. WTS is an international organization dedicated to the advancement of women in the transportation industry.","Sid Richardson Hall (SRH) 3.314/3.355","2012-11-14 17:30:00-06:00","2012-11-14 19:00:00-06:00",""
"Intel gaming system, WBB autographs featured at pre-game event","22963@utexas.edu","The women's basketball team signs autographs and Intel showcases its new gaming product at the pre-game event for Texas volleyball vs. Texas Tech. 



The showcase includes gaming kiosks, a cat walk and Ultrabooks for fans to try out, as well as free giveaways and the raffling of one Ultrabook and one XBOX.","Gregory Gym Plaza (GRE)","2012-11-14 17:30:00-06:00","2012-11-14 21:00:00-06:00","http://texassports.com"
